Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Disc_Logit_Loss          Disc_Weight_Decay        Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
1700                     0.9390278617540995       111476736                108.59131240844727       528.1560974121094        2089                     131.2503890991211        505.1129608154297        12027                    8.614861488342285        6.438539505004883        -0.01502603618428111     0.08388977125287056      1.0015093088150024       2.126627259713132e-05    0.43826964497566223      0.02385119628161192      0.993298351764679        1.0                      -1.2231782674789429      1.2494730353355408       0.708322286605835        375.4052429199219        -0.2496529221534729      2.5771243572235107       0.512975662946701        0.16475121676921844      0.33487245440483093      0.36417993903160095      1.0                      
1800                     0.9930854227145514       118030336                117.24991607666016       476.69110107421875       2187                     146.79158782958984       498.50010681152344       12178                    9.014305353164673        6.896118879318237        -0.02401039097458124     0.09086304157972336      1.0006875395774841       1.1307815384498099e-05   0.428439199924469        0.023804538883268833     0.9928589165210724       1.0                      -1.2856920957565308      1.2748653292655945       0.6894035935401917       374.3102722167969        -0.2903008759021759      2.664062976837158        0.48439280688762665      0.18416624516248703      0.33487245440483093      0.36417993903160095      1.0                      
1900                     1.0456341618630622       124583936                159.08486938476562       538.7273864746094        2073                     168.97666931152344       504.1107940673828        12062                    10.512238025665283       8.432522773742676        -0.031224374659359455    0.08199768140912056      1.000001311302185        6.921525937286788e-06    0.42218801379203796      0.023838776163756847     0.9927429258823395       1.0                      -1.3076491355895996      1.3052525520324707       0.6722861528396606       373.2143859863281        -0.1274426132440567      2.947559118270874        0.5033916532993317       0.207077257335186        0.33487245440483093      0.36417993903160095      1.0                      
2000                     1.0986705472403102       131137536                175.40328979492188       531.700927734375         2088                     181.4822998046875        506.0417938232422        12000                    11.7439284324646         9.716214656829834        -0.028321239165961742    0.1209564208984375       1.0005062222480774       0.0001528982538729906    0.4112069606781006       0.023635370656847954     0.992718517780304        1.0                      -1.4040021300315857      1.330899715423584        0.6564232707023621       372.10699462890625       -0.3631284236907959      3.177635908126831        0.4632278084754944       0.2183140590786934       0.33487245440483093      0.36417993903160095      1.0                      
2100                     1.1513092136714194       137691136                177.02455139160156       547.2333068847656        2069                     198.12367248535156       514.4264831542969        11821                    11.035269260406494       9.003201484680176        -0.03150418121367693     0.09047546610236168      1.000532329082489        2.887886785174487e-05    0.412714347243309        0.023960226215422153     0.9937072694301605       1.0                      -1.3676702380180359      1.3482329845428467       0.6456865072250366       371.019287109375         -0.06525615602731705     3.042675733566284        0.49347351491451263      0.18840496987104416      0.33487245440483093      0.36417993903160095      1.0                      
2200                     1.2045345565014416       144244736                184.3214111328125        520.4585266113281        2098                     209.36557006835938       520.373291015625         11682                    11.351966381072998       9.332098960876465        -0.031858447939157486    0.09787292778491974      1.0003836452960968       3.264271526859375e-05    0.41034503281116486      0.02400609478354454      0.9924072325229645       1.0                      -1.368692398071289       1.3631473779678345       0.6347635388374329       369.9313049316406        0.012153727933764458     3.0974769592285156       0.4970700889825821       0.21945630013942719      0.33487245440483093      0.36417993903160095      1.0                      
2300                     1.257485604385535        150798336                208.6094970703125        552.7294616699219        2073                     224.28770446777344       516.1256713867188        11742                    14.038007259368896       12.040070533752441       -0.029031484387815       0.10759582743048668      1.0005170106887817       4.135420385864563e-05    0.40539366006851196      0.02391408197581768      0.9930419921875          1.0                      -1.4157979488372803      1.3707914352416992       0.620446503162384        368.8274841308594        -0.35066863894462585     3.546128273010254        0.4703321307897568       0.2096107453107834       0.33487245440483093      0.36417993903160095      1.0                      
2400                     1.3096537599960962       157351936                190.10214233398438       559.2088012695312        2062                     240.60379028320312       522.0706787109375        11635                    13.01794147491455        11.028614044189453       -0.031933922902680933    0.09731750935316086      1.0004220008850098       4.887481395599025e-06    0.4042522758245468       0.02397902123630047      0.9932739436626434       1.0                      -1.4101712107658386      1.3804609775543213       0.6081297397613525       367.718505859375         -0.07425901293754578     3.3539161682128906       0.4879818260669708       0.21567124128341675      0.33487245440483093      0.36417993903160095      1.0                      
2500                     1.361464985675282        163905536                218.0588607788086        563.8448486328125        2064                     258.6977233886719        531.2643432617188        11436                    14.766119003295898       12.784581661224365       -0.02995366044342518     0.09708251804113388      1.000600278377533        1.7057673176168464e-05   0.4022979289293289       0.02398950606584549      0.9936584532260895       1.0                      -1.420618712902069       1.3918858170509338       0.5983440279960632       366.6248474121094        -0.2373521476984024      3.620305299758911        0.4821178764104843       0.2040255293250084       0.33487245440483093      0.36417993903160095      1.0                      
2600                     1.4125231522983976       170459136                224.5288848876953        553.9203491210938        2076                     265.7079620361328        533.0154724121094        11395                    14.26836347579956        12.300143718719482       -0.033161950297653675    0.08225097879767418      1.0005794167518616       9.924334790412104e-06    0.4002763479948044       0.024094747379422188     0.9935791194438934       1.0                      -1.4271121621131897      1.4067570567131042       0.5935891270637512       365.5431823730469        -0.028493326157331467    3.537470579147339        0.4750785529613495       0.20712017267942429      0.33487245440483093      0.36417993903160095      1.0                      
2700                     1.4633152831925287       177012736                213.40839385986328       569.2383728027344        2053                     267.3720703125           534.3780212402344        11362                    15.710099697113037       13.742699146270752       -0.030899086967110634    0.09165344387292862      1.0003359913825989       4.943997964801383e-06    0.3996599018573761       0.024068756960332394     0.9935180842876434       1.0                      -1.4160748720169067      1.415717601776123        0.591468334197998        364.4670104980469        -0.1817392110824585      3.7440061569213867       0.48250454664230347      0.20853184163570404      0.33487245440483093      0.36417993903160095      1.0                      
2800                     1.514188119073709        183566336                255.90286254882812       575.1131286621094        2053                     288.6222381591797        536.19140625             11326                    16.482932567596436       14.528801918029785       -0.02912847678817343     0.09921875223517418      1.0003653168678284       6.943236439838074e-05    0.3966517448425293       0.023929698392748833     0.9933960139751434       1.0                      -1.4520386457443237      1.4122883081436157       0.591145396232605        363.4048767089844        -0.38877594470977783     3.8823771476745605       0.46599040925502777      0.199373759329319        0.33487245440483093      0.36417993903160095      1.0                      
2900                     1.564815893802378        190119936                235.03814697265625       572.3841247558594        2054                     291.04296875             536.552978515625         11339                    13.836212635040283       11.896979331970215       -0.03099752776324749     0.08334960788488388      1.0000962913036346       1.015258249026374e-05    0.39404579997062683      0.024063042365014553     0.993438720703125        1.0                      -1.453226387500763       1.4314420223236084       0.5877723097801208       362.3186950683594        -0.23812013864517212     3.4883370399475098       0.467500701546669        0.2107316255569458       0.33487245440483093      0.36417993903160095      1.0                      
3000                     1.6162576944960487       196673536                278.2310028076172        563.6153869628906        2065                     303.17486572265625       536.1288146972656        11330                    15.477125644683838       13.535514831542969       -0.03232122212648392     0.10211487114429474      1.0011834502220154       2.339440743526211e-05    0.39478643238544464      0.023981700651347637     0.994110107421875        1.0                      -1.4480464458465576      1.4293686747550964       0.581427276134491        361.2366638183594        -0.15959277749061584     3.7402422428131104       0.4792241007089615       0.20503074675798416      0.33487245440483093      0.36417993903160095      1.0                      
3100                     1.667267430656486        203227136                318.41844177246094       575.3577270507812        2052                     308.53529357910156       535.2285766601562        11386                    16.76383686065674        14.848673343658447       -0.03021430131047964     0.08272094652056694      1.0005373358726501       8.562702078052098e-06    0.3890750855207443       0.023837324231863022     0.993511974811554        1.0                      -1.4712238311767578      1.455978512763977        0.5818175673484802       360.1678161621094        -0.2644701898097992      3.8885059356689453       0.4548345059156418       0.20195742696523666      0.33487245440483093      0.36417993903160095      1.0                      
3200                     1.7200176598297225       209780736                289.1172332763672        575.0974426269531        2053                     312.58953857421875       531.4764709472656        11443                    14.70634126663208        12.776487827301025       -0.030498815700411797    0.11410827934741974      1.0002679526805878       1.4026067674421938e-05   0.3920702487230301       0.024005315266549587     0.9941039979457855       1.0                      -1.4613047242164612      1.4398699402809143       0.5830346941947937       359.1138916015625        -0.11190223693847656     3.610123634338379        0.4784388989210129       0.2109149694442749       0.33487245440483093      0.36417993903160095      1.0                      
3300                     1.7705090677075916       216334336                270.38059997558594       572.0850524902344        2058                     320.78814697265625       538.2524719238281        11295                    16.084234714508057       14.16601037979126        -0.030443666502833366    0.08121032640337944      1.000507414340973        5.657244628309854e-06    0.38973458111286163      0.024066549725830555     0.9939636290073395       1.0                      -1.4671561121940613      1.4569536447525024       0.5798439383506775       358.05816650390625       -0.19667699933052063     3.797238826751709        0.4699861407279968       0.2142564132809639       0.33487245440483093      0.36417993903160095      1.0                      
3400                     1.8214455680383577       222887936                312.64149475097656       578.0579223632812        2054                     328.0121154785156        538.1993103027344        11304                    16.532262802124023       14.611562252044678       -0.02984115353319794     0.09577331691980362      1.0002434849739075       3.0979077564552426e-05   0.39010821282863617      0.02382943220436573      0.99407958984375         1.0                      -1.4691634774208069      1.460136353969574        0.5731968879699707       357.0003967285156        -0.25768837332725525     3.853757858276367        0.47307077050209045      0.21245941519737244      0.33487245440483093      0.36417993903160095      1.0                      
3500                     1.8721462804741331       229441536                311.2830505371094        563.0732727050781        2057                     337.3663024902344        542.6803283691406        11193                    17.9577693939209         16.047289848327637       -0.029124215710908175    0.09714966267347336      1.0003970861434937       1.91762374015525e-05     0.38792064785957336      0.02398283500224352      0.9943420588970184       1.0                      -1.482734739780426       1.46880304813385         0.5707884430885315       355.9507751464844        -0.3115822970867157      4.037378787994385        0.4677508473396301       0.21216215938329697      0.33487245440483093      0.36417993903160095      1.0                      
3600                     1.9230390979184047       235995136                303.0146789550781        557.0942687988281        2063                     339.07298278808594       545.3780822753906        11150                    17.312055587768555       15.401387691497803       -0.031065129674971104    0.09714966267347336      1.0004174709320068       1.1344746553731966e-05   0.3883463740348816       0.023958240635693073     0.9948486685752869       1.0                      -1.4682742357254028      1.468221664428711        0.5690189599990845       354.9010009765625        -0.2807619571685791      3.951068639755249        0.4817740023136139       0.19707543402910233      0.33487245440483093      0.36417993903160095      1.0                      
3700                     1.9727489807870655       242548736                319.7819061279297        579.7333984375           2048                     345.0796356201172        545.8735656738281        11128                    15.259936809539795       13.363147735595703       -0.03296699561178684     0.09627380594611168      1.0000890791416168       1.3522852896130644e-05   0.38595131039619446      0.023943420499563217     0.9946533441543579       1.0                      -1.4828407764434814      1.4875282049179077       0.571772038936615        353.85357666015625       0.004853878170251846     3.6854591369628906       0.4733743518590927       0.21076028048992157      0.33487245440483093      0.36417993903160095      1.0                      
3800                     2.0229362884494995       249102336                327.557373046875         574.2421875              2052                     347.15028381347656       548.950439453125         11083                    18.993711471557617       17.111797332763672       -0.03138852212578058     0.08557434007525444      1.0011430978775024       1.5849853753024945e-05   0.3826601207256317       0.02384188212454319      0.9946350157260895       1.0                      -1.5057216882705688      1.4787131547927856       0.569431483745575        352.7989196777344        -0.45992666482925415     4.169630527496338        0.4555518180131912       0.19894156605005264      0.33487245440483093      0.36417993903160095      1.0                      
3900                     2.072329671051767        255655936                331.9437713623047        578.7132263183594        2051                     352.124755859375         549.1863098144531        11072                    17.134026527404785       15.258773803710938       -0.03264542482793331     0.10297546535730362      1.00056791305542         3.6269353586249053e-05   0.38157980144023895      0.02397105935961008      0.9951111078262329       1.0                      -1.5112639665603638      1.4923468828201294       0.5741967558860779       351.7731628417969        -0.22891709208488464     3.931690216064453        0.4573534429073334       0.18653128296136856      0.33487245440483093      0.36417993903160095      1.0                      
4000                     2.121780523922708        262209536                327.9233703613281        582.788330078125         2054                     352.7241668701172        548.9015502929688        11091                    17.173473358154297       15.30789041519165        -0.03142429701983929     0.07929077371954918      1.0008184313774109       4.482209874367982e-06    0.37940163910388947      0.0240018954500556       0.9947387874126434       1.0                      -1.500224232673645       1.5173548460006714       0.574917733669281        350.75079345703125       -0.37566372752189636     3.943241596221924        0.4631434679031372       0.18892381340265274      0.33487245440483093      0.36417993903160095      1.0                      
4100                     2.171214026974307        268763136                343.3913879394531        584.2439270019531        2050                     357.52789306640625       551.3486938476562        11036                    18.13285541534424        16.258129596710205       -0.030455716885626316    0.08508911356329918      1.0005723237991333       1.9362609236850403e-05   0.38103634119033813      0.024034559726715088     0.9947143793106079       1.0                      -1.502719223499298       1.5076459646224976       0.5669883489608765       349.7113952636719        -0.29264378547668457     4.07087516784668         0.46911218762397766      0.20433133095502853      0.33487245440483093      0.36417993903160095      1.0                      
4200                     2.2205414345529344       275316736                319.8799285888672        572.4718017578125        2055                     354.2519836425781        549.613037109375         11082                    17.834877014160156       15.962864875793457       -0.029486436396837234    0.10149841383099556      1.0005753934383392       1.0221040611213539e-05   0.38029949367046356      0.02403227984905243      0.9948059320449829       1.0                      -1.5042011141777039      1.5019574761390686       0.564529538154602        348.6795349121094        -0.30214497447013855     4.038829326629639        0.46859973669052124      0.1929742470383644       0.33487245440483093      0.36417993903160095      1.0                      
4300                     2.269796826110946        281870336                342.36322021484375       579.7137756347656        2052                     360.2299041748047        552.2127685546875        11023                    21.753721237182617       19.88622760772705        -0.028858269564807415    0.09707031399011612      1.0005816221237183       6.932378892088309e-05    0.3792707473039627       0.023839669302105904     0.9944946467876434       1.0                      -1.523159921169281       1.4931251406669617       0.5690816044807434       347.6627502441406        -0.461221843957901       4.5085320472717285       0.46122899651527405      0.2021101862192154       0.33487245440483093      0.36417993903160095      1.0                      
4400                     2.3193980700771015       288423936                338.97496032714844       565.2687072753906        2057                     356.52381896972656       548.5085144042969        11106                    16.56354808807373        14.70515775680542        -0.03241428826004267     0.07890930026769638      1.001353919506073        6.031820475982386e-06    0.3781607747077942       0.024045823141932487     0.994659423828125        1.0                      -1.519007384777069       1.5094810128211975       0.5727371573448181       346.6485900878906        -0.278822660446167       3.868610143661499        0.4533463418483734       0.19743657112121582      0.33487245440483093      0.36417993903160095      1.0                      
4500                     2.3681425866815777       294977536                350.27931213378906       583.6675720214844        2049                     367.51739501953125       555.2796630859375        10980                    19.306403160095215       17.43598747253418        -0.026934873312711716    0.08310241997241974      1.0002211034297943       1.8065936728817178e-05   0.37947025895118713      0.02401969861239195      0.995166003704071        1.0                      -1.4984506368637085      1.5172346830368042       0.5682064294815063       345.63629150390625       -0.40876635909080505     4.21776008605957         0.47079014778137207      0.19430121034383774      0.33487245440483093      0.36417993903160095      1.0                      
4600                     2.417272320753998        301531136                350.8957061767578        576.3370056152344        2055                     366.2791442871094        552.463134765625         11007                    17.54411792755127        15.684986114501953       -0.031400419771671295    0.08861389383673668      1.0011385083198547       9.998882660511299e-06    0.378106489777565        0.024111337959766388     0.9949402213096619       1.0                      -1.517824947834015       1.5167204141616821       0.5658321380615234       344.6258544921875        -0.2918895483016968      3.9906163215637207       0.4621829092502594       0.1963084489107132       0.33487245440483093      0.36417993903160095      1.0                      
4700                     2.466204977432887        308084736                353.57212829589844       573.0834655761719        2052                     367.3136901855469        554.2310180664062        11008                    18.776206016540527       16.93071937561035        -0.03163834195584059     0.0935363806784153       1.0010821223258972       3.932306697151944e-06    0.3754256069660187       0.023883993737399578     0.9947448670864105       1.0                      -1.5251413583755493      1.5175219178199768       0.5684663653373718       343.6210021972656        -0.3847194314002991      4.1424150466918945       0.45549339056015015      0.1989182084798813       0.33487245440483093      0.36417993903160095      1.0                      
4800                     2.514522677593761        314638336                359.4727783203125        584.9411315917969        2049                     374.9517517089844        557.6098327636719        10936                    18.068230628967285       16.220245838165283       -0.030639606527984142    0.0845336951315403       1.000688910484314        4.5531385694630444e-05   0.3757251352071762       0.023910083808004856     0.995007336139679        1.0                      -1.5386773943901062      1.5115346312522888       0.5691790580749512       342.61077880859375       -0.31921327114105225     4.055148124694824        0.45657406747341156      0.19105061143636703      0.33487245440483093      0.36417993903160095      1.0                      
4900                     2.5634607858790295       321191936                389.8736572265625        587.3476257324219        2049                     373.3447265625           555.0992431640625        10972                    15.293359756469727       13.465979099273682       -0.03294316795654595     0.07536010816693306      1.0006392002105713       6.373779797286261e-06    0.37206466495990753      0.02387609239667654      0.9951172173023224       1.0                      -1.5443997383117676      1.5338779091835022       0.5725497603416443       341.59942626953125       -0.3005716800689697      3.691706657409668        0.4424787610769272       0.18239475041627884      0.33487245440483093      0.36417993903160095      1.0                      
5000                     2.6117006559504405       327745536                382.6752624511719        586.87646484375          2048                     377.8010711669922        557.74658203125          10950                    18.393925666809082       16.556467533111572       -0.02933047292754054     0.07952880859375         1.000801682472229        9.384721124661155e-06    0.3733583241701126       0.023835538886487484     0.995068371295929        1.0                      -1.539267122745514       1.5382763743400574       0.5666527152061462       340.60113525390625       -0.44422459602355957     4.091217994689941        0.4531126171350479       0.18579956144094467      0.33487245440483093      0.36417993903160095      1.0                      
5100                     2.6602871951791975       334299136                379.75555419921875       582.09423828125          2052                     381.3906707763672        561.04833984375          10885                    17.144402027130127       15.298397541046143       -0.030821311403997242    0.08029480278491974      1.0003043711185455       1.2278068425075617e-05   0.3753650486469269       0.024082252755761147     0.994964599609375        1.0                      -1.5200424790382385      1.5346115827560425       0.5615958571434021       339.61651611328125       -0.22197413444519043     3.9305503368377686       0.47112083435058594      0.1910221427679062       0.33487245440483093      0.36417993903160095      1.0                      
5200                     2.708771164483494        340852736                380.2325897216797        583.9830017089844        2051                     379.3821716308594        560.9880676269531        10856                    19.680662155151367       17.850401878356934       -0.030160123482346535    0.08614502102136612      1.0002914667129517       8.04196179160499e-06     0.3720844089984894       0.023778019472956657     0.9954223930835724       1.0                      -1.5337082147598267      1.5268648862838745       0.5603877902030945       338.6190185546875        -0.5009911060333252      4.2639336585998535       0.45482882857322693      0.17519409209489822      0.33487245440483093      0.36417993903160095      1.0                      
5300                     2.7568349465396667       347406336                383.55967712402344       585.6154479980469        2050                     382.7745666503906        557.6053771972656        10935                    15.357984066009521       13.532774448394775       -0.034463534131646156    0.08530884236097336      1.0001625716686249       9.835962828219635e-06    0.37193527817726135      0.02402548585087061      0.99493408203125         1.0                      -1.5395823121070862      1.5440579056739807       0.5641495585441589       337.6395568847656        -0.1909085065126419      3.7065281867980957       0.4530443102121353       0.18613112717866898      0.33487245440483093      0.36417993903160095      1.0                      
5400                     2.8048000821802352       353959936                353.4119873046875        582.1246032714844        2051                     380.6414031982422        559.5131530761719        10902                    19.652978897094727       17.839638710021973       -0.030188756994903088    0.09165039286017418      1.0010731220245361       7.568583669126383e-06    0.3687063157558441       0.023886998184025288     0.9950866997241974       1.0                      -1.5555731058120728      1.5492119789123535       0.5679832100868225       336.65692138671875       -0.46886420249938965     4.269933700561523        0.44542692601680756      0.19550417363643646      0.33487245440483093      0.36417993903160095      1.0                      
5500                     2.8523386030395823       360513536                360.3688201904297        587.2213745117188        2049                     385.0506286621094        562.7466430664062        10839                    17.813817977905273       15.988714694976807       -0.02920935209840536     0.09836120903491974      1.0000893771648407       9.949116702046013e-06    0.37086236476898193      0.02410806156694889      0.9953613579273224       1.0                      -1.5422659516334534      1.5463839769363403       0.5643894076347351       335.6632080078125        -0.30936020612716675     4.026487827301025        0.4532565176486969       0.1818302422761917       0.33487245440483093      0.36417993903160095      1.0                      
