root	case	variant	case_type	case_kind	status	visual_kind	char_file	mesh_detected	frames	frame_stride	expected_image_count	image_count	resumed	dry_run	arg_file	model_file	env_config	engine_config	agent_config	llc_model_file	motion_id	motion_file	source_pack	category	train_enabled	view_enabled	out_dir	out_dir_rel	render_dir	render_meta	mp4_file	mp4_ok	mp4_error	scene_contract_sha256	motion_visible	error
tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3	view_motion_humanoid_sword_shield_args.txt	RL_Avatar_Atk_2xCombo01_Motion	nontrainable	dummy	ok	mesh	D:\MimicKitNative\workspace\MimicKit\data\assets\sword_shield\humanoid_sword_shield.usd	1	10	5	2	2	0	0	D:\MimicKitNative\workspace\MimicKit\args\view_motion_humanoid_sword_shield_args.txt		D:\MimicKitNative\workspace\MimicKit\output\train\tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3\generated_envs\RL_Avatar_Atk_2xCombo01_Motion.yaml	D:\MimicKitNative\workspace\MimicKit\data\engines\isaac_lab_engine.yaml			RL_Avatar_Atk_2xCombo01_Motion	data/motions/reallusion/RL_Avatar_Atk_2xCombo01_Motion.pkl	sword_shield_stunts	combo	true	true	D:\MimicKitNative\workspace\MimicKit\output\train\tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion	runs/view_motion_humanoid_sword_shield_args/RL_Avatar_Atk_2xCombo01_Motion	D:\MimicKitNative\workspace\MimicKit\output\img\tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion\render	D:\MimicKitNative\workspace\MimicKit\output\img\tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion\render\render_meta.json	D:\MimicKitNative\workspace\MimicKit\output\img\tmp_white_knight_mesh_reference_20260608_bridge_smoke_v3\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion\render\render.mp4	1		25521d11605fd6779d7745329fb4d2ad26d72fa87bc53b7ae35560820f551921	1	
