case	method	case_type	variant	agent_config	num_envs	final_ok	note	out_dir	long_out_dir	model_file	env_config	engine_config	llc_model_file	motion_id	motion_file	source_pack	category	train_enabled	view_enabled
view_motion_humanoid_sword_shield_args.txt	ase_motion_library	nontrainable	RL_Avatar_Atk_2xCombo01_Motion		1	1	ase_reallusion_manifest_generated	D:\MimicKitNative\workspace\MimicKit\output\train\tmp_white_knight_mesh_reference_20260607_bridge_full_v2\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion	D:\MimicKitNative\workspace\MimicKit\output\train\tmp_white_knight_mesh_reference_20260607_bridge_full_v2\runs\view_motion_humanoid_sword_shield_args\RL_Avatar_Atk_2xCombo01_Motion		D:\MimicKitNative\workspace\MimicKit\output\train\tmp_white_knight_mesh_reference_20260607_bridge_full_v2\generated_envs\RL_Avatar_Atk_2xCombo01_Motion.yaml	D:\MimicKitNative\workspace\MimicKit\data\engines\isaac_lab_engine.yaml		RL_Avatar_Atk_2xCombo01_Motion	data/motions/reallusion/RL_Avatar_Atk_2xCombo01_Motion.pkl	sword_shield_stunts	combo	true	true
