case	method	case_type	variant	agent_config	num_envs	final_ok	note	out_dir	long_out_dir	model_file	env_config	engine_config	llc_model_file	motion_id	motion_file	source_pack	category	train_enabled	view_enabled
amp_location_humanoid_sword_shield_args.txt	amp_keepalive_summary	trainable	long_train	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train/agent_config.yaml	1024	1	auto_generated_from_amp_keepalive_status_completed	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train/model.pt	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train/env_config.yaml	/root/Project/MimicKit/output/train/amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637/long_train/engine_config.yaml				amp_WalkBrain_dual_newton_hiutil_e1024_20260430_220637	amp_location_humanoid_sword_shield	true	true
