root	case	variant	case_type	case_kind	status	visual_kind	char_file	mesh_detected	frames	frame_stride	expected_image_count	image_count	resumed	dry_run	arg_file	model_file	env_config	engine_config	agent_config	out_dir	out_dir_rel	render_dir	render_meta	error
case_longcycle_smoke_20260212_210443	deepmimic_humanoid_ppo_args.txt	default	trainable	policy	skipped_resume	geom	/root/Project/MimicKit/data/assets/humanoid/humanoid.xml	0	300	5	60	60	1	0	/root/Project/MimicKit/args/deepmimic_humanoid_ppo_args.txt	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/long_train/model.pt	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/long_train/env_config.yaml	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/long_train/engine_config.yaml	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/long_train/agent_config.yaml	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512	runs/deepmimic_humanoid_ppo_args/default_e512	/root/Project/MimicKit/output/img/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/render	/root/Project/MimicKit/output/img/case_longcycle_smoke_20260212_210443/runs/deepmimic_humanoid_ppo_args/default_e512/render/render_meta.json	
case_longcycle_smoke_20260212_210443	view_motion_humanoid_args.txt	default	nontrainable	dummy	skipped_resume	geom	/root/Project/MimicKit/data/assets/humanoid/humanoid.xml	0	300	5	60	60	1	0	/root/Project/MimicKit/args/view_motion_humanoid_args.txt	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1/probe_train/model.pt	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1/probe_train/env_config.yaml	/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1/probe_train/engine_config.yaml		/root/Project/MimicKit/output/train/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1	runs/view_motion_humanoid_args/default_e1	/root/Project/MimicKit/output/img/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1/render	/root/Project/MimicKit/output/img/case_longcycle_smoke_20260212_210443/runs/view_motion_humanoid_args/default_e1/render/render_meta.json	
