root	case	variant	case_type	case_kind	status	visual_kind	char_file	mesh_detected	frames	frame_stride	expected_image_count	image_count	resumed	dry_run	arg_file	model_file	env_config	engine_config	agent_config	out_dir	out_dir_rel	render_dir	render_meta	error
case_ase_live_render_20260309_191743	ase_humanoid_args.txt	dual_newton_hiutil_e1024	trainable	policy	ok	geom	/root/Project/MimicKit/data/assets/humanoid/humanoid.xml	0	300	1	300	300	0	0	/root/Project/MimicKit/args/ase_humanoid_args.txt	/root/Project/MimicKit/output/train/ase_humanoid_dual_newton_hiutil_e1024_20260308_015844/model.pt	/root/Project/MimicKit/output/train/ase_humanoid_dual_newton_hiutil_e1024_20260308_015844/env_config.yaml	/root/Project/MimicKit/output/train/ase_humanoid_dual_newton_hiutil_e1024_20260308_015844/engine_config.yaml	/root/Project/MimicKit/output/train/ase_humanoid_dual_newton_hiutil_e1024_20260308_015844/agent_config.yaml	/root/Project/MimicKit/output/train/ase_humanoid_dual_newton_hiutil_e1024_20260308_015844	runs/ase_humanoid_args/dual_newton_hiutil_e1024	/root/Project/MimicKit/output/img/case_ase_live_render_20260309_191743/runs/ase_humanoid_args/dual_newton_hiutil_e1024/render	/root/Project/MimicKit/output/img/case_ase_live_render_20260309_191743/runs/ase_humanoid_args/dual_newton_hiutil_e1024/render/render_meta.json	
